report_text,report_type,location,department,activity,life_saving_rule,barrier_failure,potential_consequence,sif_label
A temporary scaffold at the work front had an unprotected edge and no inspected fall-arrest anchor. before handover,Unsafe Condition,Lakwa Production,Electrical,Working at Height,Work at Height,Critical control not effective,Serious injury or fatality,SIF-Potential
A suspended load shifted during crane lifting while personnel were inside the exclusion zone. before handover,Near Miss,Numaligarh Terminal,Logistics,Lifting Operations,Suspended Loads,Critical control not effective,Serious injury or fatality,SIF-Potential
Gas testing was not completed before entry into a vessel and the standby arrangement was missing. before handover,Incident,Guwahati Depot,Projects,Confined Space Entry,Confined Space,Critical control not effective,Serious injury or fatality,SIF-Potential
Good housekeeping was needed around a walkway; minor oil residue was observed near the pump. before handover,Unsafe Condition,Numaligarh Terminal,Production,Routine Inspection,Other,Minor control gap,Low-severity injury or property damage,Non-SIF-Potential
"A hand tool was found without its tether during routine workshop work, with no exposure reported. before handover",Near Miss,Bongaigaon Refinery,Maintenance,Workshop Operations,Other,Minor control gap,Low-severity injury or property damage,Non-SIF-Potential
The operator used the designated PPE and completed the pre-job briefing before starting the task. before handover,Unsafe Act,Numaligarh Terminal,Logistics,Routine Operations,Other,Minor control gap,Low-severity injury or property damage,Non-SIF-Potential
A warning sign was faded at the warehouse entrance but the access route remained controlled. before handover,Unsafe Condition,Guwahati Depot,Process Safety,Material Handling,Other,Minor control gap,Low-severity injury or property damage,Non-SIF-Potential
Maintenance was carried out while the equipment was still energized and proper isolation was not confirmed. during the morning shift,Unsafe Act,Digboi Field,Projects,Equipment Maintenance,Energy Isolation,Critical control not effective,Serious injury or fatality,SIF-Potential
A temporary scaffold at the work front had an unprotected edge and no inspected fall-arrest anchor. during the morning shift,Unsafe Condition,Lakwa Production,Projects,Working at Height,Work at Height,Critical control not effective,Serious injury or fatality,SIF-Potential
A suspended load shifted during crane lifting while personnel were inside the exclusion zone. during the morning shift,Near Miss,Jorhat Pipeline,Production,Lifting Operations,Suspended Loads,Critical control not effective,Serious injury or fatality,SIF-Potential
Gas testing was not completed before entry into a vessel and the standby arrangement was missing. during the morning shift,Incident,Digboi Field,Process Safety,Confined Space Entry,Confined Space,Critical control not effective,Serious injury or fatality,SIF-Potential
Good housekeeping was needed around a walkway; minor oil residue was observed near the pump. during the morning shift,Unsafe Condition,Duliajan Central,Projects,Routine Inspection,Other,Minor control gap,Low-severity injury or property damage,Non-SIF-Potential
"A hand tool was found without its tether during routine workshop work, with no exposure reported. during the morning shift",Near Miss,Duliajan Central,Process Safety,Workshop Operations,Other,Minor control gap,Low-severity injury or property damage,Non-SIF-Potential
The operator used the designated PPE and completed the pre-job briefing before starting the task. during the morning shift,Unsafe Act,Numaligarh Terminal,Drilling,Routine Operations,Other,Minor control gap,Low-severity injury or property damage,Non-SIF-Potential
A warning sign was faded at the warehouse entrance but the access route remained controlled. during the morning shift,Unsafe Condition,Guwahati Depot,Process Safety,Material Handling,Other,Minor control gap,Low-severity injury or property damage,Non-SIF-Potential
Maintenance was carried out while the equipment was still energized and proper isolation was not confirmed. during planned work,Unsafe Act,Numaligarh Terminal,Electrical,Equipment Maintenance,Energy Isolation,Critical control not effective,Serious injury or fatality,SIF-Potential
A temporary scaffold at the work front had an unprotected edge and no inspected fall-arrest anchor. during planned work,Unsafe Condition,Jorhat Pipeline,Electrical,Working at Height,Work at Height,Critical control not effective,Serious injury or fatality,SIF-Potential
A suspended load shifted during crane lifting while personnel were inside the exclusion zone. during planned work,Near Miss,Bongaigaon Refinery,Drilling,Lifting Operations,Suspended Loads,Critical control not effective,Serious injury or fatality,SIF-Potential
Gas testing was not completed before entry into a vessel and the standby arrangement was missing. during planned work,Incident,Digboi Field,Production,Confined Space Entry,Confined Space,Critical control not effective,Serious injury or fatality,SIF-Potential
Good housekeeping was needed around a walkway; minor oil residue was observed near the pump. during planned work,Unsafe Condition,Guwahati Depot,Electrical,Routine Inspection,Other,Minor control gap,Low-severity injury or property damage,Non-SIF-Potential
"A hand tool was found without its tether during routine workshop work, with no exposure reported. during planned work",Near Miss,Bongaigaon Refinery,Logistics,Workshop Operations,Other,Minor control gap,Low-severity injury or property damage,Non-SIF-Potential
The operator used the designated PPE and completed the pre-job briefing before starting the task. during planned work,Unsafe Act,Jorhat Pipeline,Drilling,Routine Operations,Other,Minor control gap,Low-severity injury or property damage,Non-SIF-Potential
A warning sign was faded at the warehouse entrance but the access route remained controlled. during planned work,Unsafe Condition,Numaligarh Terminal,Projects,Material Handling,Other,Minor control gap,Low-severity injury or property damage,Non-SIF-Potential
Maintenance was carried out while the equipment was still energized and proper isolation was not confirmed. near the main work area,Unsafe Act,Bongaigaon Refinery,Drilling,Equipment Maintenance,Energy Isolation,Critical control not effective,Serious injury or fatality,SIF-Potential
A temporary scaffold at the work front had an unprotected edge and no inspected fall-arrest anchor. near the main work area,Unsafe Condition,Jorhat Pipeline,Projects,Working at Height,Work at Height,Critical control not effective,Serious injury or fatality,SIF-Potential
A suspended load shifted during crane lifting while personnel were inside the exclusion zone. near the main work area,Near Miss,Numaligarh Terminal,Process Safety,Lifting Operations,Suspended Loads,Critical control not effective,Serious injury or fatality,SIF-Potential
Gas testing was not completed before entry into a vessel and the standby arrangement was missing. near the main work area,Incident,Numaligarh Terminal,Maintenance,Confined Space Entry,Confined Space,Critical control not effective,Serious injury or fatality,SIF-Potential
Good housekeeping was needed around a walkway; minor oil residue was observed near the pump. near the main work area,Unsafe Condition,Digboi Field,Projects,Routine Inspection,Other,Minor control gap,Low-severity injury or property damage,Non-SIF-Potential
"A hand tool was found without its tether during routine workshop work, with no exposure reported. near the main work area",Near Miss,Lakwa Production,Logistics,Workshop Operations,Other,Minor control gap,Low-severity injury or property damage,Non-SIF-Potential
